"A2PB819OAIRVNU","0.54","Wed Apr 13 14:41:00 EDT 2022","Same","Easier","Harder","Easier","Same","Harder","Harder","Yes","49.0","[2, 0, 1, 0, 2, 1, 1, 0, 49.0]"
"A20SG62VEU7JQL","0.54","Wed Apr 13 14:38:04 EDT 2022","Same","Easier","Harder","Harder","Same","Easier","Same","Yes","35.0","[2, 0, 1, 1, 2, 0, 2, 0, 35.0]"
"AOEJM72SYZ68B","0.54","Wed Apr 13 14:37:06 EDT 2022","Harder","Harder","Harder","Easier","Easier","Easier","Easier","Yes","29.0","[1, 1, 1, 0, 0, 0, 0, 0, 29.0]"
"A2V2ETRC6AO6GF","0.54","Wed Apr 13 14:37:37 EDT 2022","Same","Same","Harder","Easier","Easier","Easier","Easier","No","24.0","[2, 2, 1, 0, 0, 0, 0, 1, 24.0]"
"A198IS4YAP88O1","0.54","Wed Apr 13 14:36:38 EDT 2022","Same","Easier","Same","Easier","Easier","Same","Harder","Yes","28.0","[2, 0, 2, 0, 0, 2, 1, 0, 28.0]"
"AZWAF5MV5HC5V","0.54","Wed Apr 13 14:37:28 EDT 2022","Easier","Harder","Harder","Harder","Harder","Easier","Easier","Yes","33.0","[0, 1, 1, 1, 1, 0, 0, 0, 33.0]"
"A3LYKC6UUYWBNW","0.54","Wed Apr 13 14:41:41 EDT 2022","Same","Harder","Easier","Easier","Harder","Easier","Harder","Yes","29.0","[2, 1, 0, 0, 1, 0, 1, 0, 29.0]"
"A9HQ3E0F2AGVO","0.54","Wed Apr 13 14:35:39 EDT 2022","Harder","Easier","Harder","Easier","Easier","Easier","Easier","Yes","33.0","[1, 0, 1, 0, 0, 0, 0, 0, 33.0]"
"A1LENQXL983UP4","0.54","Wed Apr 13 14:37:29 EDT 2022","Same","Easier","Harder","Easier","Harder","Harder","Harder","Yes","34.0","[2, 0, 1, 0, 1, 1, 1, 0, 34.0]"
"A38K5TKUFIRN08","0.54","Wed Apr 13 14:49:52 EDT 2022","Same","Harder","Harder","Easier","Harder","Easier","Easier","Yes","25.0","[2, 1, 1, 0, 1, 0, 0, 0, 25.0]"
"A3LYTTPYJPFDZ5","0.54","Wed Apr 13 14:46:39 EDT 2022","Easier","Same","Harder","Easier","Same","Easier","Same","Yes","31.0","[0, 2, 1, 0, 2, 0, 2, 0, 31.0]"
"A1MURCTWSJ6RZ5","0.54","Wed Apr 13 14:42:00 EDT 2022","Same","Same","Same","Same","Harder","Same","Harder","Yes","24.0","[2, 2, 2, 2, 1, 2, 1, 0, 24.0]"
"A31BEJ8PNKE55Q","0.54","Wed Apr 13 14:39:44 EDT 2022","Same","Easier","Easier","Same","Easier","Same","Easier","Yes","26.0","[2, 0, 0, 2, 0, 2, 0, 0, 26.0]"
"A3L2XKXABNO0N5","0.54","Wed Apr 13 14:43:57 EDT 2022","Harder","Harder","Harder","Harder","Harder","Harder","Easier","Yes","38.0","[1, 1, 1, 1, 1, 1, 0, 0, 38.0]"
"A6JKKANO7F4KD","0.54","Wed Apr 13 14:38:27 EDT 2022","Harder","Harder","Harder","Harder","Same","Easier","Easier","Yes","60.0","[1, 1, 1, 1, 2, 0, 0, 0, 60.0]"
"A1GUWXA5B6RCOR","0.54","Wed Apr 13 14:37:29 EDT 2022","Easier","Easier","Harder","Same","Harder","Same","Easier","Yes","46.0","[0, 0, 1, 2, 1, 2, 0, 0, 46.0]"
"A25B3PUBTDY26Y","0.54","Wed Apr 13 14:51:27 EDT 2022","Same","Harder","Harder","Same","Harder","Easier","Easier","Yes","27.0","[2, 1, 1, 2, 1, 0, 0, 0, 27.0]"
"AKP66RIZ3LQVX","0.54","Wed Apr 13 14:36:25 EDT 2022","Harder","Harder","Same","Easier","Easier","Harder","Same","Yes","24.0","[1, 1, 2, 0, 0, 1, 2, 0, 24.0]"
"A5J4IW9DXWPE3","0.54","Wed Apr 13 14:43:38 EDT 2022","Easier","Easier","Easier","Easier","Easier","Easier","Easier","Yes","30.0","[0, 0, 0, 0, 0, 0, 0, 0, 30.0]"
"ARI1EMAHUA9PO","0.54","Wed Apr 13 14:43:57 EDT 2022","Harder","Harder","Harder","Easier","Easier","Easier","Easier","Yes","44.0","[1, 1, 1, 0, 0, 0, 0, 0, 44.0]"
"A2MFMT03E21ZIT","0.54","Wed Apr 13 14:43:57 EDT 2022","Harder","Harder","Harder","Harder","Harder","Harder","Harder","Yes","31.0","[1, 1, 1, 1, 1, 1, 1, 0, 31.0]"
"A21IUUHBSEVB56","0.54","Wed Apr 13 14:46:34 EDT 2022","Harder","Same","Same","Easier","Easier","Easier","Same","Yes","31.0","[1, 2, 2, 0, 0, 0, 2, 0, 31.0]"
"A32ZQ2W3R3TWE3","0.54","Wed Apr 13 14:39:48 EDT 2022","Same","Same","Harder","Same","Easier","Harder","Same","No","54.0","[2, 2, 1, 2, 0, 1, 2, 1, 54.0]"
"A5863AVBD8HZH","0.54","Wed Apr 13 14:36:52 EDT 2022","Easier","Harder","Easier","Easier","Harder","Harder","Harder","Yes","42.0","[0, 1, 0, 0, 1, 1, 1, 0, 42.0]"
"A2907V9QMK6SN4","0.54","Wed Apr 13 14:42:04 EDT 2022","Harder","Harder","Harder","Same","Same","Harder","Easier","Yes","24.0","[1, 1, 1, 2, 2, 1, 0, 0, 24.0]"
"A2BW6WD7LZ9EGV","0.54","Wed Apr 13 14:41:37 EDT 2022","Harder","Harder","Harder","Same","Harder","Harder","Easier","Yes","31.0","[1, 1, 1, 2, 1, 1, 0, 0, 31.0]"
"A1ZU67KZEUJME2","0.54","Wed Apr 13 14:37:29 EDT 2022","Same","Harder","Harder","Same","Same","Easier","Easier","Yes","40.0","[2, 1, 1, 2, 2, 0, 0, 0, 40.0]"
"AWA6F3AUTJJ7J","0.54","Wed Apr 13 14:36:25 EDT 2022","Same","Harder","Harder","Harder","Same","Easier","Easier","Yes","40.0","[2, 1, 1, 1, 2, 0, 0, 0, 40.0]"
"A1WJIRT360P5VB","0.54","Wed Apr 13 14:41:55 EDT 2022","Easier","Harder","Easier","Harder","Easier","Easier","Easier","Yes","42.0","[0, 1, 0, 1, 0, 0, 0, 0, 42.0]"
"A2VFEDAK5C1E1O","0.54","Wed Apr 13 14:35:39 EDT 2022","Harder","Same","Harder","Same","Easier","Same","Easier","Yes","41.0","[1, 2, 1, 2, 0, 2, 0, 0, 41.0]"
"A2IP3ZAFYGV8M9","0.54","Wed Apr 13 14:36:29 EDT 2022","Harder","Harder","Harder","Easier","Same","Harder","Easier","Yes","30.0","[1, 1, 1, 0, 2, 1, 0, 0, 30.0]"
"A1XMC62NYIZOU7","0.54","Wed Apr 13 14:42:08 EDT 2022","Easier","Easier","Easier","Easier","Easier","Easier","Easier","Yes","28.0","[0, 0, 0, 0, 0, 0, 0, 0, 28.0]"
"AHANC1RCYE57G","0.54","Wed Apr 13 14:47:24 EDT 2022","Same","Harder","Harder","Easier","Harder","Easier","Harder","Yes","29.0","[2, 1, 1, 0, 1, 0, 1, 0, 29.0]"
"A38TQXEZJ6FNO4","0.54","Wed Apr 13 14:36:52 EDT 2022","Same","Harder","Easier","Same","Same","Easier","Harder","Yes","26.0","[2, 1, 0, 2, 2, 0, 1, 0, 26.0]"
"AR78EVSBHVFR7","0.54","Wed Apr 13 14:36:02 EDT 2022","Harder","Harder","Harder","Same","Same","Harder","Easier","Yes","24.0","[1, 1, 1, 2, 2, 1, 0, 0, 24.0]"
"A2LRY3ID0PEG82","0.54","Wed Apr 13 14:42:13 EDT 2022","Harder","Same","Harder","Same","Harder","Same","Easier","Yes","30.0","[1, 2, 1, 2, 1, 2, 0, 0, 30.0]"
"AKQAI78JTXXC9","0.54","Wed Apr 13 14:39:53 EDT 2022","Harder","Harder","Harder","Same","Same","Easier","Easier","Yes","39.0","[1, 1, 1, 2, 2, 0, 0, 0, 39.0]"
"A153X65U92NUAR","0.54","Wed Apr 13 14:38:14 EDT 2022","Easier","Easier","Harder","Same","Same","Easier","Easier","Yes","53.0","[0, 0, 1, 2, 2, 0, 0, 0, 53.0]"
"A3MIXF21207EPP","0.54","Wed Apr 13 14:37:38 EDT 2022","Same","Harder","Harder","Easier","Same","Easier","Easier","Yes","32.0","[2, 1, 1, 0, 2, 0, 0, 0, 32.0]"
"A3JDWMS5QJHREI","0.54","Wed Apr 13 14:45:54 EDT 2022","Harder","Harder","Harder","Same","Harder","Same","Easier","Yes","28.0","[1, 1, 1, 2, 1, 2, 0, 0, 28.0]"
"A20XO7P3U5036B","0.54","Wed Apr 13 14:35:40 EDT 2022","Harder","Harder","Harder","Easier","Harder","Same","Easier","Yes","26.0","[1, 1, 1, 0, 1, 2, 0, 0, 26.0]"
"A18WO9O57UERFL","0.54","Wed Apr 13 14:41:50 EDT 2022","Same","Harder","Easier","Same","Harder","Same","Harder","Yes","30.0","[2, 1, 0, 2, 1, 2, 1, 0, 30.0]"
"A2YCVAU235IBRC","0.54","Wed Apr 13 14:43:11 EDT 2022","Easier","Harder","Harder","Same","Same","Easier","Easier","Yes","30.0","[0, 1, 1, 2, 2, 0, 0, 0, 30.0]"
"AGV460K8XQME0","0.54","Wed Apr 13 14:36:02 EDT 2022","Easier","Same","Same","Harder","Harder","Harder","Easier","Yes","18.0","[0, 2, 2, 1, 1, 1, 0, 0, 18.0]"
"A1FYFBIFYWTMJS","0.54","Wed Apr 13 14:37:42 EDT 2022","Harder","Harder","Harder","Easier","Easier","Harder","Easier","Yes","36.0","[1, 1, 1, 0, 0, 1, 0, 0, 36.0]"
"AE63GABJL0FGJ","0.54","Wed Apr 13 14:35:44 EDT 2022","Harder","Harder","Harder","Same","Harder","Easier","Easier","Yes","29.0","[1, 1, 1, 2, 1, 0, 0, 0, 29.0]"
"A2RBF3IIJP15IH","0.54","Wed Apr 13 14:35:58 EDT 2022","Harder","Harder","Harder","Easier","Same","Same","Easier","Yes","37.0","[1, 1, 1, 0, 2, 2, 0, 0, 37.0]"
"A1428L5E38LGMX","0.54","Wed Apr 13 14:38:27 EDT 2022","Easier","Easier","Easier","Same","Harder","Easier","Harder","Yes","52.0","[0, 0, 0, 2, 1, 0, 1, 0, 52.0]"
"A3RYI5HXC2MJLN","0.54","Wed Apr 13 14:42:49 EDT 2022","Harder","Harder","Harder","Easier","Harder","Harder","Easier","Yes","41.0","[1, 1, 1, 0, 1, 1, 0, 0, 41.0]"
"A2CJE9C5UQGU38","0.54","Wed Apr 13 14:54:37 EDT 2022","Easier","Harder","Easier","Easier","Harder","Same","Harder","Yes","30.0","[0, 1, 0, 0, 1, 2, 1, 0, 30.0]"
